18:04:37.548 **********  A1  **********
18:04:49.236 237, 1647270289236, thing(-1,-4,obstacle,)
18:04:49.236 237, 1647270289236, thing(1,-1,obstacle,)
18:04:49.236 237, 1647270289236, thing(1,-3,obstacle,)
18:04:49.236 237, 1647270289236, thing(3,-2,obstacle,)
18:04:49.236 237, 1647270289236, thing(3,0,obstacle,)
18:04:49.236 237, 1647270289236, timestamp(1647270289189)
18:04:49.236 237, 1647270289236, task(task1,119,40,[req(0,1,b1),req(69,1,b1)])
18:04:49.236 237, 1647270289236, role(default,5,[rotate,move,adopt,clear,detach,skip],[1],0.3,1)
18:04:49.236 237, 1647270289236, thing(-4,0,obstacle,)
18:04:49.236 237, 1647270289236, thing(-2,1,obstacle,)
18:04:49.236 237, 1647270289236, thing(-2,3,obstacle,)
18:04:49.236 237, 1647270289236, steps(750)
18:04:49.236 237, 1647270289236, thing(-2,-3,obstacle,)
18:04:49.236 237, 1647270289236, thing(2,3,obstacle,)
18:04:49.236 237, 1647270289236, thing(-2,-1,obstacle,)
18:04:49.244 237, 1647270289244, thing(2,1,obstacle,)
18:04:49.244 237, 1647270289244, thing(0,-2,obstacle,)
18:04:49.244 237, 1647270289244, thing(2,-1,obstacle,)
18:04:49.244 237, 1647270289244, deadline(1647270293189)
18:04:49.244 237, 1647270289244, thing(2,-3,obstacle,)
18:04:49.244 237, 1647270289244, thing(0,-4,obstacle,)
18:04:49.244 237, 1647270289244, thing(4,0,obstacle,)
18:04:49.244 237, 1647270289244, role(digger,5,[rotate,move,adopt,clear,detach,skip],[1,0],1.0,5)
18:04:49.244 237, 1647270289244, role(constructor,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[1],0.3,1)
18:04:49.244 237, 1647270289244, actionID(89)
18:04:49.244 237, 1647270289244, thing(0,0,entity,A)
18:04:49.244 237, 1647270289244, role(default)
18:04:49.244 237, 1647270289244, thing(-3,0,obstacle,)
18:04:49.244 237, 1647270289244, thing(-3,2,obstacle,)
18:04:49.244 237, 1647270289244, step(89)
18:04:49.244 237, 1647270289244, thing(-1,3,obstacle,)
18:04:49.244 237, 1647270289244, norm(n1,10,198,[requirement(role,digger,1,)],14)
18:04:49.244 237, 1647270289244, thing(-1,1,obstacle,)
18:04:49.244 237, 1647270289244, score(0)
18:04:49.244 237, 1647270289244, thing(-3,-2,obstacle,)
18:04:49.244 237, 1647270289244, thing(-1,-1,obstacle,)
18:04:49.244 237, 1647270289244, thing(1,0,obstacle,)
18:04:49.244 237, 1647270289244, thing(-1,-3,obstacle,)
18:04:49.244 237, 1647270289244, thing(1,-2,obstacle,)
18:04:49.244 237, 1647270289244, thing(1,-4,obstacle,)
18:04:49.244 237, 1647270289244, thing(3,-1,obstacle,)
18:04:49.244 237, 1647270289244, thing(5,0,obstacle,)
18:04:49.244 237, 1647270289244, thing(3,1,obstacle,)
18:04:49.244 237, 1647270289244, energy(100)
18:04:49.244 237, 1647270289244, name(agentA1)
18:04:49.244 237, 1647270289244, team(A)
18:04:49.244 237, 1647270289244, teamSize(1)
18:04:49.244 $$$$$ RULE EXECUTION : When previous move is successful : move randomly : n
18:04:49.362 **********  A1  **********
18:04:49.362 239, 1647270289362, simStart
18:04:49.362 239, 1647270289362, thing(-4,-1,obstacle,)
18:04:49.362 239, 1647270289362, thing(-2,2,obstacle,)
18:04:49.362 239, 1647270289362, lastAction(move)
18:04:49.362 239, 1647270289362, deactivated(false)
18:04:49.362 239, 1647270289362, thing(-4,1,obstacle,)
18:04:49.362 239, 1647270289362, thing(-2,-2,obstacle,)
18:04:49.362 239, 1647270289362, thing(-2,0,obstacle,)
18:04:49.362 239, 1647270289362, lastActionParams([n])
18:04:49.362 239, 1647270289362, thing(0,-1,obstacle,)
18:04:49.362 239, 1647270289362, lastActionResult(failed_path)
18:04:49.362 239, 1647270289362, thing(0,-3,obstacle,)
18:04:49.362 239, 1647270289362, thing(2,0,obstacle,)
18:04:49.362 239, 1647270289362, thing(2,-2,obstacle,)
18:04:49.362 239, 1647270289362, thing(0,-5,obstacle,)
18:04:49.362 239, 1647270289362, role(worker,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[2,1,1,0],0.3,1)
18:04:49.362 239, 1647270289362, thing(4,-1,obstacle,)
18:04:49.362 239, 1647270289362, thing(4,1,obstacle,)
18:04:49.362 239, 1647270289362, task(task0,137,10,[req(0,1,b2)])
18:04:49.362 239, 1647270289362, requestAction
18:04:49.362 239, 1647270289362, role(explorer,7,[rotate,move,adopt,clear,detach,survey,skip,attach],[3,0],0.3,1)
18:04:49.362 239, 1647270289362, thing(-3,1,obstacle,)
18:04:49.362 239, 1647270289362, thing(-5,0,obstacle,)
18:04:49.362 239, 1647270289362, thing(-1,2,obstacle,)
18:04:49.362 239, 1647270289362, thing(-1,0,obstacle,)
18:04:49.362 239, 1647270289362, thing(-1,-2,obstacle,)
18:04:49.362 239, 1647270289362, thing(-3,-1,obstacle,)
18:04:49.362 239, 1647270289362, thing(1,1,obstacle,)
18:04:49.362 239, 1647270289362, thing(-1,-4,obstacle,)
18:04:49.362 239, 1647270289362, thing(1,-1,obstacle,)
18:04:49.362 239, 1647270289362, thing(1,-3,obstacle,)
18:04:49.362 239, 1647270289362, thing(3,-2,obstacle,)
18:04:49.362 239, 1647270289362, thing(3,0,obstacle,)
18:04:49.362 239, 1647270289362, timestamp(1647270289315)
18:04:49.362 239, 1647270289362, task(task1,119,40,[req(0,1,b1),req(69,1,b1)])
18:04:49.362 239, 1647270289362, role(default,5,[rotate,move,adopt,clear,detach,skip],[1],0.3,1)
18:04:49.362 239, 1647270289362, thing(-4,0,obstacle,)
18:04:49.362 239, 1647270289362, thing(-2,1,obstacle,)
18:04:49.362 239, 1647270289362, thing(-2,3,obstacle,)
18:04:49.362 239, 1647270289362, steps(750)
18:04:49.362 239, 1647270289362, deadline(1647270293315)
18:04:49.362 239, 1647270289362, thing(-2,-3,obstacle,)
18:04:49.362 239, 1647270289362, thing(2,3,obstacle,)
18:04:49.362 239, 1647270289362, thing(-2,-1,obstacle,)
18:04:49.362 239, 1647270289362, thing(2,1,obstacle,)
18:04:49.362 239, 1647270289362, thing(0,-2,obstacle,)
18:04:49.362 239, 1647270289362, thing(2,-1,obstacle,)
18:04:49.362 239, 1647270289362, thing(2,-3,obstacle,)
18:04:49.362 239, 1647270289362, thing(0,-4,obstacle,)
18:04:49.362 239, 1647270289362, thing(4,0,obstacle,)
18:04:49.362 239, 1647270289362, role(digger,5,[rotate,move,adopt,clear,detach,skip],[1,0],1.0,5)
18:04:49.362 239, 1647270289362, role(constructor,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[1],0.3,1)
18:04:49.362 239, 1647270289362, actionID(90)
18:04:49.362 239, 1647270289362, thing(0,0,entity,A)
18:04:49.362 239, 1647270289362, step(90)
18:04:49.362 239, 1647270289362, role(default)
18:04:49.362 239, 1647270289362, thing(-3,0,obstacle,)
18:04:49.362 239, 1647270289362, thing(-3,2,obstacle,)
18:04:49.362 239, 1647270289362, thing(-1,3,obstacle,)
18:04:49.362 239, 1647270289362, norm(n1,10,198,[requirement(role,digger,1,)],14)
18:04:49.362 239, 1647270289362, thing(-1,1,obstacle,)
18:04:49.362 239, 1647270289362, score(0)
18:04:49.362 239, 1647270289362, thing(-3,-2,obstacle,)
18:04:49.362 239, 1647270289362, thing(-1,-1,obstacle,)
18:04:49.362 239, 1647270289362, thing(1,0,obstacle,)
18:04:49.362 239, 1647270289362, thing(-1,-3,obstacle,)
18:04:49.362 239, 1647270289362, thing(1,-2,obstacle,)
18:04:49.362 239, 1647270289362, thing(1,-4,obstacle,)
18:04:49.362 239, 1647270289362, thing(3,-1,obstacle,)
18:04:49.362 239, 1647270289362, thing(5,0,obstacle,)
18:04:49.362 239, 1647270289362, thing(3,1,obstacle,)
18:04:49.362 239, 1647270289362, energy(100)
18:04:49.362 239, 1647270289362, name(agentA1)
18:04:49.362 239, 1647270289362, team(A)
18:04:49.362 239, 1647270289362, teamSize(1)
18:04:49.362 $$$$$ RULE EXECUTION : If there is an obstacle in front of the agent : clear [[n]]
18:04:49.472 **********  A1  **********
18:04:49.472 241, 1647270289472, simStart
18:04:49.472 241, 1647270289472, thing(-4,-1,obstacle,)
18:04:49.472 241, 1647270289472, thing(-2,2,obstacle,)
18:04:49.472 241, 1647270289472, deactivated(false)
18:04:49.472 241, 1647270289472, thing(-4,1,obstacle,)
18:04:49.472 241, 1647270289472, thing(-2,-2,obstacle,)
18:04:49.472 241, 1647270289472, thing(-2,0,obstacle,)
18:04:49.472 241, 1647270289472, thing(0,-1,obstacle,)
18:04:49.472 241, 1647270289472, thing(0,-3,obstacle,)
18:04:49.472 241, 1647270289472, thing(2,0,obstacle,)
18:04:49.472 241, 1647270289472, thing(2,-2,obstacle,)
18:04:49.472 241, 1647270289472, thing(0,-5,obstacle,)
18:04:49.472 241, 1647270289472, role(worker,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[2,1,1,0],0.3,1)
18:04:49.472 241, 1647270289472, thing(4,-1,obstacle,)
18:04:49.472 241, 1647270289472, thing(4,1,obstacle,)
18:04:49.472 241, 1647270289472, task(task0,137,10,[req(0,1,b2)])
18:04:49.472 241, 1647270289472, requestAction
18:04:49.472 241, 1647270289472, role(explorer,7,[rotate,move,adopt,clear,detach,survey,skip,attach],[3,0],0.3,1)
18:04:49.472 241, 1647270289472, thing(-3,1,obstacle,)
18:04:49.472 241, 1647270289472, thing(-5,0,obstacle,)
18:04:49.472 241, 1647270289472, thing(-1,2,obstacle,)
18:04:49.472 241, 1647270289472, thing(-1,0,obstacle,)
18:04:49.472 241, 1647270289472, thing(-1,-2,obstacle,)
18:04:49.472 241, 1647270289472, thing(-3,-1,obstacle,)
18:04:49.472 241, 1647270289472, thing(1,1,obstacle,)
18:04:49.472 241, 1647270289472, thing(-1,-4,obstacle,)
18:04:49.472 241, 1647270289472, thing(1,-1,obstacle,)
18:04:49.472 241, 1647270289472, thing(1,-3,obstacle,)
18:04:49.472 241, 1647270289472, thing(3,-2,obstacle,)
18:04:49.472 241, 1647270289472, thing(3,0,obstacle,)
18:04:49.472 241, 1647270289472, task(task1,119,40,[req(0,1,b1),req(69,1,b1)])
18:04:49.472 241, 1647270289472, role(default,5,[rotate,move,adopt,clear,detach,skip],[1],0.3,1)
18:04:49.472 241, 1647270289472, thing(-4,0,obstacle,)
18:04:49.472 241, 1647270289472, thing(-2,1,obstacle,)
18:04:49.472 241, 1647270289472, thing(-2,3,obstacle,)
18:04:49.472 241, 1647270289472, steps(750)
18:04:49.472 241, 1647270289472, thing(-2,-3,obstacle,)
18:04:49.472 241, 1647270289472, thing(2,3,obstacle,)
18:04:49.472 241, 1647270289472, timestamp(1647270289393)
18:04:49.472 241, 1647270289472, thing(-2,-1,obstacle,)
18:04:49.472 241, 1647270289472, thing(2,1,obstacle,)
18:04:49.472 241, 1647270289472, thing(0,-2,obstacle,)
18:04:49.472 241, 1647270289472, thing(2,-1,obstacle,)
18:04:49.472 241, 1647270289472, thing(2,-3,obstacle,)
18:04:49.472 241, 1647270289472, thing(0,-4,obstacle,)
18:04:49.472 241, 1647270289472, thing(4,0,obstacle,)
18:04:49.472 241, 1647270289472, lastActionResult(failed_random)
18:04:49.472 241, 1647270289472, role(digger,5,[rotate,move,adopt,clear,detach,skip],[1,0],1.0,5)
18:04:49.472 241, 1647270289472, lastActionParams([0,-1])
18:04:49.472 241, 1647270289472, role(constructor,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[1],0.3,1)
18:04:49.472 241, 1647270289472, thing(0,0,entity,A)
18:04:49.472 241, 1647270289472, actionID(91)
18:04:49.472 241, 1647270289472, role(default)
18:04:49.472 241, 1647270289472, thing(-3,0,obstacle,)
18:04:49.472 241, 1647270289472, step(91)
18:04:49.472 241, 1647270289472, thing(-3,2,obstacle,)
18:04:49.472 241, 1647270289472, thing(-1,3,obstacle,)
18:04:49.472 241, 1647270289472, norm(n1,10,198,[requirement(role,digger,1,)],14)
18:04:49.472 241, 1647270289472, thing(-1,1,obstacle,)
18:04:49.472 241, 1647270289472, score(0)
18:04:49.472 241, 1647270289472, thing(-3,-2,obstacle,)
18:04:49.472 241, 1647270289472, thing(-1,-1,obstacle,)
18:04:49.472 241, 1647270289472, thing(1,0,obstacle,)
18:04:49.472 241, 1647270289472, thing(-1,-3,obstacle,)
18:04:49.472 241, 1647270289472, thing(1,-2,obstacle,)
18:04:49.472 241, 1647270289472, thing(1,-4,obstacle,)
18:04:49.472 241, 1647270289472, thing(3,-1,obstacle,)
18:04:49.472 241, 1647270289472, thing(5,0,obstacle,)
18:04:49.472 241, 1647270289472, thing(3,1,obstacle,)
18:04:49.472 241, 1647270289472, energy(100)
18:04:49.472 241, 1647270289472, name(agentA1)
18:04:49.472 241, 1647270289472, lastAction(clear)
18:04:49.472 241, 1647270289472, team(A)
18:04:49.472 241, 1647270289472, deadline(1647270293393)
18:04:49.472 241, 1647270289472, teamSize(1)
18:04:49.472 $$$$$ RULE EXECUTION : If massim produces failed_random randomly : move randomly : e
18:04:49.582 **********  A1  **********
18:04:49.582 243, 1647270289582, lastActionParams([e])
18:04:49.582 243, 1647270289582, simStart
18:04:49.582 243, 1647270289582, thing(-4,-1,obstacle,)
18:04:49.582 243, 1647270289582, thing(-2,2,obstacle,)
18:04:49.582 243, 1647270289582, deadline(1647270293503)
18:04:49.582 243, 1647270289582, lastAction(move)
18:04:49.582 243, 1647270289582, deactivated(false)
18:04:49.582 243, 1647270289582, thing(-4,1,obstacle,)
18:04:49.582 243, 1647270289582, thing(-2,-2,obstacle,)
18:04:49.582 243, 1647270289582, thing(-2,0,obstacle,)
18:04:49.582 243, 1647270289582, thing(0,-1,obstacle,)
18:04:49.582 243, 1647270289582, lastActionResult(failed_path)
18:04:49.582 243, 1647270289582, thing(0,-3,obstacle,)
18:04:49.582 243, 1647270289582, thing(2,0,obstacle,)
18:04:49.582 243, 1647270289582, thing(2,-2,obstacle,)
18:04:49.582 243, 1647270289582, thing(0,-5,obstacle,)
18:04:49.582 243, 1647270289582, role(worker,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[2,1,1,0],0.3,1)
18:04:49.582 243, 1647270289582, thing(4,-1,obstacle,)
18:04:49.582 243, 1647270289582, thing(4,1,obstacle,)
18:04:49.582 243, 1647270289582, task(task0,137,10,[req(0,1,b2)])
18:04:49.582 243, 1647270289582, requestAction
18:04:49.582 243, 1647270289582, role(explorer,7,[rotate,move,adopt,clear,detach,survey,skip,attach],[3,0],0.3,1)
18:04:49.582 243, 1647270289582, thing(-3,1,obstacle,)
18:04:49.582 243, 1647270289582, thing(-5,0,obstacle,)
18:04:49.582 243, 1647270289582, thing(-1,2,obstacle,)
18:04:49.582 243, 1647270289582, thing(-1,0,obstacle,)
18:04:49.582 243, 1647270289582, thing(-1,-2,obstacle,)
18:04:49.582 243, 1647270289582, thing(-3,-1,obstacle,)
18:04:49.582 243, 1647270289582, thing(1,1,obstacle,)
18:04:49.582 243, 1647270289582, thing(-1,-4,obstacle,)
18:04:49.582 243, 1647270289582, thing(1,-1,obstacle,)
18:04:49.582 243, 1647270289582, thing(1,-3,obstacle,)
18:04:49.582 243, 1647270289582, thing(3,-2,obstacle,)
18:04:49.582 243, 1647270289582, thing(3,0,obstacle,)
18:04:49.582 243, 1647270289582, task(task1,119,40,[req(0,1,b1),req(69,1,b1)])
18:04:49.582 243, 1647270289582, role(default,5,[rotate,move,adopt,clear,detach,skip],[1],0.3,1)
18:04:49.582 243, 1647270289582, thing(-4,0,obstacle,)
18:04:49.582 243, 1647270289582, thing(-2,1,obstacle,)
18:04:49.582 243, 1647270289582, thing(-2,3,obstacle,)
18:04:49.582 243, 1647270289582, steps(750)
18:04:49.582 243, 1647270289582, thing(-2,-3,obstacle,)
18:04:49.582 243, 1647270289582, thing(2,3,obstacle,)
18:04:49.582 243, 1647270289582, thing(-2,-1,obstacle,)
18:04:49.582 243, 1647270289582, thing(2,1,obstacle,)
18:04:49.582 243, 1647270289582, thing(0,-2,obstacle,)
18:04:49.582 243, 1647270289582, thing(2,-1,obstacle,)
18:04:49.582 243, 1647270289582, thing(2,-3,obstacle,)
18:04:49.582 243, 1647270289582, thing(0,-4,obstacle,)
18:04:49.582 243, 1647270289582, thing(4,0,obstacle,)
18:04:49.582 243, 1647270289582, role(digger,5,[rotate,move,adopt,clear,detach,skip],[1,0],1.0,5)
18:04:49.582 243, 1647270289582, role(constructor,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[1],0.3,1)
18:04:49.582 243, 1647270289582, actionID(92)
18:04:49.582 243, 1647270289582, thing(0,0,entity,A)
18:04:49.582 243, 1647270289582, role(default)
18:04:49.582 243, 1647270289582, thing(-3,0,obstacle,)
18:04:49.582 243, 1647270289582, thing(-3,2,obstacle,)
18:04:49.582 243, 1647270289582, thing(-1,3,obstacle,)
18:04:49.582 243, 1647270289582, norm(n1,10,198,[requirement(role,digger,1,)],14)
18:04:49.582 243, 1647270289582, thing(-1,1,obstacle,)
18:04:49.582 243, 1647270289582, score(0)
18:04:49.582 243, 1647270289582, thing(-3,-2,obstacle,)
18:04:49.582 243, 1647270289582, thing(-1,-1,obstacle,)
18:04:49.582 243, 1647270289582, thing(1,0,obstacle,)
18:04:49.582 243, 1647270289582, thing(-1,-3,obstacle,)
18:04:49.582 243, 1647270289582, thing(1,-2,obstacle,)
18:04:49.582 243, 1647270289582, thing(1,-4,obstacle,)
18:04:49.582 243, 1647270289582, thing(3,-1,obstacle,)
18:04:49.582 243, 1647270289582, thing(5,0,obstacle,)
18:04:49.582 243, 1647270289582, thing(3,1,obstacle,)
18:04:49.582 243, 1647270289582, energy(100)
18:04:49.582 243, 1647270289582, name(agentA1)
18:04:49.582 243, 1647270289582, team(A)
18:04:49.582 243, 1647270289582, step(92)
18:04:49.582 243, 1647270289582, teamSize(1)
18:04:49.582 243, 1647270289582, timestamp(1647270289503)
18:04:49.582 $$$$$ RULE EXECUTION : If there is an obstacle in front of the agent : clear [[e]]
18:04:49.691 **********  A1  **********
18:04:49.691 245, 1647270289691, simStart
18:04:49.691 245, 1647270289691, thing(-4,-1,obstacle,)
18:04:49.691 245, 1647270289691, thing(-2,2,obstacle,)
18:04:49.691 245, 1647270289691, deadline(1647270293629)
18:04:49.691 245, 1647270289691, deactivated(false)
18:04:49.691 245, 1647270289691, thing(-4,1,obstacle,)
18:04:49.691 245, 1647270289691, thing(-2,-2,obstacle,)
18:04:49.691 245, 1647270289691, thing(-2,0,obstacle,)
18:04:49.691 245, 1647270289691, thing(0,-1,obstacle,)
18:04:49.691 245, 1647270289691, thing(0,-3,obstacle,)
18:04:49.691 245, 1647270289691, thing(2,0,obstacle,)
18:04:49.691 245, 1647270289691, thing(2,-2,obstacle,)
18:04:49.691 245, 1647270289691, thing(0,-5,obstacle,)
18:04:49.691 245, 1647270289691, role(worker,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[2,1,1,0],0.3,1)
18:04:49.691 245, 1647270289691, thing(4,-1,obstacle,)
18:04:49.691 245, 1647270289691, thing(4,1,obstacle,)
18:04:49.691 245, 1647270289691, task(task0,137,10,[req(0,1,b2)])
18:04:49.691 245, 1647270289691, requestAction
18:04:49.691 245, 1647270289691, role(explorer,7,[rotate,move,adopt,clear,detach,survey,skip,attach],[3,0],0.3,1)
18:04:49.691 245, 1647270289691, thing(-3,1,obstacle,)
18:04:49.691 245, 1647270289691, thing(-5,0,obstacle,)
18:04:49.691 245, 1647270289691, thing(-1,2,obstacle,)
18:04:49.691 245, 1647270289691, lastActionResult(success)
18:04:49.691 245, 1647270289691, thing(-1,0,obstacle,)
18:04:49.691 245, 1647270289691, thing(-1,-2,obstacle,)
18:04:49.691 245, 1647270289691, thing(-3,-1,obstacle,)
18:04:49.691 245, 1647270289691, thing(1,1,obstacle,)
18:04:49.691 245, 1647270289691, thing(-1,-4,obstacle,)
18:04:49.691 245, 1647270289691, thing(1,-1,obstacle,)
18:04:49.691 245, 1647270289691, thing(1,-3,obstacle,)
18:04:49.691 245, 1647270289691, thing(3,-2,obstacle,)
18:04:49.691 245, 1647270289691, thing(3,0,obstacle,)
18:04:49.691 245, 1647270289691, task(task1,119,40,[req(0,1,b1),req(69,1,b1)])
18:04:49.691 245, 1647270289691, role(default,5,[rotate,move,adopt,clear,detach,skip],[1],0.3,1)
18:04:49.691 245, 1647270289691, thing(-4,0,obstacle,)
18:04:49.691 245, 1647270289691, thing(-2,1,obstacle,)
18:04:49.691 245, 1647270289691, thing(-2,3,obstacle,)
18:04:49.691 245, 1647270289691, steps(750)
18:04:49.691 245, 1647270289691, thing(-2,-3,obstacle,)
18:04:49.691 245, 1647270289691, thing(2,3,obstacle,)
18:04:49.691 245, 1647270289691, thing(-2,-1,obstacle,)
18:04:49.691 245, 1647270289691, thing(2,1,obstacle,)
18:04:49.691 245, 1647270289691, thing(0,-2,obstacle,)
18:04:49.691 245, 1647270289691, thing(2,-1,obstacle,)
18:04:49.691 245, 1647270289691, thing(2,-3,obstacle,)
18:04:49.691 245, 1647270289691, thing(0,-4,obstacle,)
18:04:49.691 245, 1647270289691, thing(4,0,obstacle,)
18:04:49.691 245, 1647270289691, role(digger,5,[rotate,move,adopt,clear,detach,skip],[1,0],1.0,5)
18:04:49.691 245, 1647270289691, role(constructor,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[1],0.3,1)
18:04:49.691 245, 1647270289691, thing(0,0,entity,A)
18:04:49.691 245, 1647270289691, actionID(93)
18:04:49.691 245, 1647270289691, role(default)
18:04:49.691 245, 1647270289691, thing(-3,0,obstacle,)
18:04:49.691 245, 1647270289691, thing(-3,2,obstacle,)
18:04:49.691 245, 1647270289691, thing(-1,3,obstacle,)
18:04:49.691 245, 1647270289691, norm(n1,10,198,[requirement(role,digger,1,)],14)
18:04:49.691 245, 1647270289691, thing(-1,1,obstacle,)
18:04:49.691 245, 1647270289691, score(0)
18:04:49.691 245, 1647270289691, thing(-3,-2,obstacle,)
18:04:49.691 245, 1647270289691, thing(-1,-1,obstacle,)
18:04:49.691 245, 1647270289691, thing(-1,-3,obstacle,)
18:04:49.691 245, 1647270289691, thing(1,-2,obstacle,)
18:04:49.691 245, 1647270289691, thing(1,-4,obstacle,)
18:04:49.691 245, 1647270289691, thing(3,-1,obstacle,)
18:04:49.691 245, 1647270289691, thing(5,0,obstacle,)
18:04:49.691 245, 1647270289691, thing(3,1,obstacle,)
18:04:49.691 245, 1647270289691, name(agentA1)
18:04:49.691 245, 1647270289691, energy(99)
18:04:49.691 245, 1647270289691, lastAction(clear)
18:04:49.691 245, 1647270289691, team(A)
18:04:49.691 245, 1647270289691, teamSize(1)
18:04:49.691 245, 1647270289691, step(93)
18:04:49.691 245, 1647270289691, timestamp(1647270289629)
18:04:49.691 245, 1647270289691, lastActionParams([1,0])
18:04:49.691 $$$$$ RULE EXECUTION : If there is an obstacle in front of the agent : clear [[1,0]]
18:04:49.817 **********  A1  **********
18:04:49.817 247, 1647270289817, lastActionParams([e])
18:04:49.817 247, 1647270289817, simStart
18:04:49.817 247, 1647270289817, thing(-4,-1,obstacle,)
18:04:49.817 247, 1647270289817, thing(-2,2,obstacle,)
18:04:49.817 247, 1647270289817, lastAction(move)
18:04:49.817 247, 1647270289817, deactivated(false)
18:04:49.817 247, 1647270289817, thing(-4,1,obstacle,)
18:04:49.817 247, 1647270289817, thing(-2,-2,obstacle,)
18:04:49.817 247, 1647270289817, thing(0,1,obstacle,)
18:04:49.817 247, 1647270289817, thing(-2,0,obstacle,)
18:04:49.817 247, 1647270289817, thing(0,-1,obstacle,)
18:04:49.817 247, 1647270289817, thing(0,-3,obstacle,)
18:04:49.817 247, 1647270289817, thing(2,0,obstacle,)
18:04:49.817 247, 1647270289817, thing(2,-2,obstacle,)
18:04:49.817 247, 1647270289817, thing(0,-5,obstacle,)
18:04:49.817 247, 1647270289817, role(worker,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[2,1,1,0],0.3,1)
18:04:49.817 247, 1647270289817, thing(4,-1,obstacle,)
18:04:49.817 247, 1647270289817, deadline(1647270293738)
18:04:49.817 247, 1647270289817, thing(4,1,obstacle,)
18:04:49.817 247, 1647270289817, task(task0,137,10,[req(0,1,b2)])
18:04:49.817 247, 1647270289817, requestAction
18:04:49.817 247, 1647270289817, role(explorer,7,[rotate,move,adopt,clear,detach,survey,skip,attach],[3,0],0.3,1)
18:04:49.817 247, 1647270289817, thing(-3,1,obstacle,)
18:04:49.817 247, 1647270289817, thing(-5,0,obstacle,)
18:04:49.817 247, 1647270289817, lastActionResult(success)
18:04:49.817 247, 1647270289817, thing(1,3,obstacle,)
18:04:49.817 247, 1647270289817, thing(-1,-2,obstacle,)
18:04:49.817 247, 1647270289817, thing(-3,-1,obstacle,)
18:04:49.817 247, 1647270289817, thing(1,1,obstacle,)
18:04:49.817 247, 1647270289817, thing(-1,-4,obstacle,)
18:04:49.817 247, 1647270289817, thing(1,-1,obstacle,)
18:04:49.817 247, 1647270289817, thing(1,-3,obstacle,)
18:04:49.817 247, 1647270289817, thing(3,-2,obstacle,)
18:04:49.817 247, 1647270289817, thing(3,0,obstacle,)
18:04:49.817 247, 1647270289817, task(task1,119,40,[req(0,1,b1),req(69,1,b1)])
18:04:49.817 247, 1647270289817, role(default,5,[rotate,move,adopt,clear,detach,skip],[1],0.3,1)
18:04:49.817 247, 1647270289817, thing(-4,0,obstacle,)
18:04:49.817 247, 1647270289817, thing(-2,1,obstacle,)
18:04:49.817 247, 1647270289817, thing(-2,3,obstacle,)
18:04:49.817 247, 1647270289817, steps(750)
18:04:49.817 247, 1647270289817, thing(-2,-3,obstacle,)
18:04:49.817 247, 1647270289817, thing(2,3,obstacle,)
18:04:49.817 247, 1647270289817, thing(-2,-1,obstacle,)
18:04:49.817 247, 1647270289817, thing(2,1,obstacle,)
18:04:49.817 247, 1647270289817, thing(0,-2,obstacle,)
18:04:49.817 247, 1647270289817, thing(2,-1,obstacle,)
18:04:49.817 247, 1647270289817, thing(2,-3,obstacle,)
18:04:49.817 247, 1647270289817, thing(0,-4,obstacle,)
18:04:49.817 247, 1647270289817, thing(4,0,obstacle,)
18:04:49.817 247, 1647270289817, role(digger,5,[rotate,move,adopt,clear,detach,skip],[1,0],1.0,5)
18:04:49.817 247, 1647270289817, role(constructor,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[1],0.3,1)
18:04:49.817 247, 1647270289817, thing(0,0,entity,A)
18:04:49.817 247, 1647270289817, actionID(94)
18:04:49.817 247, 1647270289817, role(default)
18:04:49.817 247, 1647270289817, thing(-3,0,obstacle,)
18:04:49.817 247, 1647270289817, thing(-3,2,obstacle,)
18:04:49.817 247, 1647270289817, norm(n1,10,198,[requirement(role,digger,1,)],14)
18:04:49.817 247, 1647270289817, score(0)
18:04:49.817 247, 1647270289817, thing(-3,-2,obstacle,)
18:04:49.817 247, 1647270289817, thing(-1,-1,obstacle,)
18:04:49.817 247, 1647270289817, thing(1,0,obstacle,)
18:04:49.817 247, 1647270289817, thing(-1,-3,obstacle,)
18:04:49.817 247, 1647270289817, thing(1,-2,obstacle,)
18:04:49.817 247, 1647270289817, timestamp(1647270289738)
18:04:49.817 247, 1647270289817, thing(1,-4,obstacle,)
18:04:49.817 247, 1647270289817, thing(3,-1,obstacle,)
18:04:49.817 247, 1647270289817, thing(5,0,obstacle,)
18:04:49.817 247, 1647270289817, thing(3,1,obstacle,)
18:04:49.817 247, 1647270289817, energy(100)
18:04:49.817 247, 1647270289817, name(agentA1)
